Date, Price [EUR/MWh], Grid load forecast [MW], Wind power forecast (DK) [MWh],Wind power forecast (SE) [MWh],Total Wind [MWh],Hydro reservoir [GWh]
2015-01-19 05:00,29.16,48518,92,920,1060,414.1428571
2015-01-19 06:00,32.08,53111,87,921,1050,414.1428571
2015-01-19 07:00,38.7,57720,90,878,1007,414.1428571
2015-01-19 08:00,44.76,59189,96,890,1021,414.1428571
2015-01-19 09:00,40.41,58775,115,914,1059,414.1428571
2015-01-19 10:00,37.62,58671,134,936,1096,414.1428571
2015-01-19 11:00,36.19,58514,149,993,1162,414.1428571
2015-01-19 12:00,40.44,58185,163,1040,1219,414.1428571
2015-01-19 13:00,42.68,57974,167,1042,1223,414.1428571
2015-01-19 14:00,41.79,58011,182,1111,1306,414.1428571
2015-01-19 15:00,36.55,58473,216,1203,1434,414.1428571
2015-01-19 16:00,37.22,59349,269,1296,1588,414.1428571
2015-01-19 17:00,42.89,59825,346,1357,1734,414.1428571
2015-01-19 18:00,35.22,59049,449,1440,1929,414.1428571
2015-01-19 19:00,31.97,57729,515,1491,2053,414.1428571
2015-01-19 20:00,30.49,55811,530,1454,2037,414.1428571
2015-01-19 21:00,29.88,54295,551,1479,2088,414.1428571
2015-01-19 22:00,29.11,51913,571,1447,2080,414.1428571
2015-01-19 23:00,28.6,49301,536,1413,2013,414.1428571
2015-01-20 00:00,28.61,47544,441,1233,1728,414.1428571
2015-01-20 01:00,28.21,46554,451,1269,1779,414.1428571
2015-01-20 02:00,28.06,46237,472,1312,1848,414.1428571
2015-01-20 03:00,28.02,46436,471,1337,1876,414.1428571
2015-01-20 04:00,28.38,47808,495,1422,1992,414.1428571
2015-01-20 05:00,29.55,50425,534,1473,2094,414.1428571
2015-01-20 06:00,32,54870,554,1550,2200,414.1428571
2015-01-20 07:00,44.42,59322,553,1612,2272,414.1428571
2015-01-20 08:00,45.01,61784,550,1652,2314,414.1428571
2015-01-20 09:00,44.05,61077,592,1693,2403,414.1428571
2015-01-20 10:00,40.56,60905,589,1708,2421,414.1428571
2015-01-20 11:00,38.96,60517,571,1736,2433,414.1428571
2015-01-20 12:00,36.94,59814,541,1724,2392,414.1428571
2015-01-20 13:00,37.36,59758,514,1725,2371,414.1428571
2015-01-20 14:00,37.46,59742,490,1681,2307,414.1428571
2015-01-20 15:00,38.97,60226,481,1768,2398,414.1428571
2015-01-20 16:00,44.51,61008,468,1746,2375,414.1428571
2015-01-20 17:00,45.26,61368,448,1772,2392,414.1428571
2015-01-20 18:00,44.41,60448,414,1811,2409,414.1428571
2015-01-20 19:00,33.32,59092,348,1752,2294,414.1428571
2015-01-20 20:00,30.75,57164,293,1725,2215,414.1428571
2015-01-20 21:00,30.12,55505,232,1731,2162,414.1428571
2015-01-20 22:00,29.42,52990,180,1661,2040,414.1428571
2015-01-20 23:00,28.5,50503,148,1657,1999,414.1428571
2015-01-21 00:00,28.15,48601,246,1606,2073,414.1428571
2015-01-21 01:00,27.89,47551,205,1560,1983,414.1428571
2015-01-21 02:00,27.8,47135,166,1520,1904,414.1428571
2015-01-21 03:00,27.87,47378,132,1498,1847,414.1428571
2015-01-21 04:00,28.22,48557,119,1446,1783,414.1428571
2015-01-21 05:00,29.62,51319,111,1387,1716,414.1428571
2015-01-21 06:00,32.67,55888,113,1323,1653,414.1428571
2015-01-21 07:00,46.3,60222,115,1238,1569,414.1428571
2015-01-21 08:00,50.48,61609,111,1194,1517,414.1428571
2015-01-21 09:00,49.63,61130,107,1145,1455,414.1428571
2015-01-21 10:00,46.39,61087,100,1077,1369,414.1428571
2015-01-21 11:00,46.33,60947,88,1017,1279,414.1428571
2015-01-21 12:00,44.71,60504,86,957,1200,414.1428571
2015-01-21 13:00,43.41,60162,80,920,1144,414.1428571
2015-01-21 14:00,43.39,60235,66,890,1088,414.1428571
2015-01-21 15:00,45.19,60766,56,858,1041,414.1428571
2015-01-21 16:00,47.15,61623,56,830,1010,414.1428571
2015-01-21 17:00,52.37,61961,61,780,966,414.1428571
2015-01-21 18:00,51.88,60975,64,714,899,414.1428571
2015-01-21 19:00,37.49,59585,65,682,861,414.1428571
2015-01-21 20:00,33.11,57655,61,663,832,414.1428571
2015-01-21 21:00,32.46,56036,59,669,831,414.1428571
2015-01-21 22:00,31.3,53624,57,652,807,414.1428571
2015-01-21 23:00,29.36,50936,53,648,790,414.1428571
2015-01-22 00:00,28.8,49336,42,610,729,414.1428571
2015-01-22 01:00,28.51,48278,38,586,698,414.1428571
2015-01-22 02:00,28.3,47900,40,571,683,414.1428571
2015-01-22 03:00,28.26,48038,44,559,674,414.1428571
2015-01-22 04:00,28.57,48945,46,570,684,414.1428571
2015-01-22 05:00,29.97,51778,47,569,682,414.1428571
2015-01-22 06:00,33.96,56254,50,524,637,414.1428571
2015-01-22 07:00,45.11,60485,49,499,608,414.1428571
2015-01-22 08:00,50.08,61946,54,477,588,414.1428571
2015-01-22 09:00,45.96,61390,56,443,552,414.1428571
2015-01-22 10:00,45.82,61198,59,400,507,414.1428571
2015-01-22 11:00,45.78,60769,68,372,485,414.1428571
2015-01-22 12:00,45,60574,80,357,481,414.1428571
2015-01-22 13:00,44.38,60534,84,336,467,414.1428571
2015-01-22 14:00,44.89,60591,84,337,469,414.1428571
2015-01-22 15:00,44.99,61102,82,341,472,414.1428571
2015-01-22 16:00,49.82,61884,86,345,482,414.1428571
2015-01-22 17:00,56.67,62404,91,338,483,414.1428571
2015-01-22 18:00,50.06,61573,104,337,499,414.1428571
2015-01-22 19:00,44.09,60266,114,351,524,414.1428571
2015-01-22 20:00,35.88,58317,128,344,532,414.1428571
2015-01-22 21:00,36.2,56690,149,331,539,414.1428571
2015-01-22 22:00,32.37,54224,167,328,553,414.1428571
2015-01-22 23:00,30.07,51609,160,331,526,414.1428571
2015-01-23 00:00,29.87,50277,109,302,431,414.1428571
2015-01-23 01:00,29.17,49242,111,295,426,414.1428571
2015-01-23 02:00,28.86,48903,110,294,423,414.1428571
2015-01-23 03:00,28.79,49110,112,297,428,414.1428571
2015-01-23 04:00,29.24,50155,110,294,423,414.1428571
2015-01-23 05:00,31,52975,105,290,414,414.1428571
2015-01-23 06:00,35.92,57662,100,280,400,414.1428571
2015-01-23 07:00,54.95,62216,95,271,388,414.1428571
2015-01-23 08:00,53.57,63388,97,269,389,414.1428571
2015-01-23 09:00,57.68,63166,111,254,390,414.1428571
2015-01-23 10:00,55.02,63047,135,244,404,414.1428571
2015-01-23 11:00,52.42,62641,177,234,437,414.1428571
2015-01-23 12:00,47.63,62004,242,239,508,414.1428571
2015-01-23 13:00,44.95,61275,315,255,596,414.1428571
2015-01-23 14:00,42.47,60828,383,295,705,414.1428571
2015-01-23 15:00,40.96,60910,485,338,853,414.1428571
2015-01-23 16:00,44.11,61845,616,393,1042,414.1428571
2015-01-23 17:00,48.08,62674,767,442,1246,414.1428571
2015-01-23 18:00,45.07,61909,958,557,1557,414.1428571
2015-01-23 19:00,31.97,60259,1205,656,1908,414.1428571
2015-01-23 20:00,30.46,58087,1483,772,2298,414.1428571
2015-01-23 21:00,29.85,56457,1782,894,2716,414.1428571
2015-01-23 22:00,28.9,54487,2076,1019,3133,414.1428571
2015-01-23 23:00,28.53,52199,2335,1142,3509,414.1428571
2015-01-24 00:00,28.01,50356,2886,1519,4442,414.1428571
2015-01-24 01:00,27.14,49089,3051,1681,4766,414.1428571
2015-01-24 02:00,26.46,48421,3151,1837,5020,414.1428571
2015-01-24 03:00,26.23,48168,3203,1983,5216,414.1428571
2015-01-24 04:00,26.45,48293,3226,2083,5337,414.1428571
2015-01-24 05:00,26.75,48885,3217,2190,5434,414.1428571
2015-01-24 06:00,27.08,49946,3138,2309,5474,414.1428571
2015-01-24 07:00,27.55,51813,2880,2359,5266,414.1428571
2015-01-24 08:00,28.15,53596,2446,2422,4897,414.1428571
2015-01-24 09:00,28.96,55095,2151,2454,4638,414.1428571
2015-01-24 10:00,29.24,56044,1928,2485,4449,414.1428571
2015-01-24 11:00,29.28,56079,1759,2443,4244,414.1428571
2015-01-24 12:00,29.22,55691,1722,2328,4097,414.1428571
2015-01-24 13:00,29.18,55107,1598,2193,3841,414.1428571
2015-01-24 14:00,29.2,54984,1403,2011,3463,414.1428571
2015-01-24 15:00,29.34,55511,1315,1861,3231,414.1428571
2015-01-24 16:00,29.97,57104,1274,1704,3042,414.1428571
2015-01-24 17:00,30.67,58208,1287,1540,2899,414.1428571
2015-01-24 18:00,30.38,57513,1327,1426,2837,414.1428571
2015-01-24 19:00,29.59,55514,1318,1276,2686,414.1428571
2015-01-24 20:00,29.22,53668,1323,1161,2577,414.1428571
2015-01-24 21:00,28.51,52509,1415,1099,2604,414.1428571
2015-01-24 22:00,28.14,50992,1435,1010,2531,414.1428571
2015-01-24 23:00,27.68,49329,1436,954,2468,414.1428571
2015-01-25 00:00,26.99,47287,1455,892,2427,414.1428571
2015-01-25 01:00,26.57,46200,1448,897,2417,414.1428571
2015-01-25 02:00,26.41,45696,1391,870,2326,414.1428571
2015-01-25 03:00,26.27,45515,1317,848,2223,414.1428571
2015-01-25 04:00,26.43,45626,1264,855,2172,414.1428571
2015-01-25 05:00,26.82,46181,1193,969,2209,414.1428571
2015-01-25 06:00,27.2,47058,1092,966,2101,414.1428571
2015-01-25 07:00,27.51,48347,956,954,1946,414.1428571
2015-01-25 08:00,27.97,49563,856,928,1813,414.1428571
2015-01-25 09:00,28.71,51104,813,863,1697,414.1428571
2015-01-25 10:00,29.26,52368,752,794,1560,414.1428571
2015-01-25 11:00,29.75,52915,668,709,1386,414.1428571
2015-01-25 12:00,29.48,52828,582,602,1192,414.1428571
2015-01-25 13:00,29.25,52546,507,512,1027,414.1428571
2015-01-25 14:00,29.13,52636,460,462,931,414.1428571
2015-01-25 15:00,29.26,53483,436,436,885,414.1428571
2015-01-25 16:00,30.19,55141,435,427,878,414.1428571
2015-01-25 17:00,32.43,56515,476,443,937,414.1428571
2015-01-25 18:00,31.9,56452,550,493,1064,414.1428571
2015-01-25 19:00,30.87,55574,641,659,1324,414.1428571
2015-01-25 20:00,29.9,54151,747,902,1673,414.1428571
2015-01-25 21:00,29.29,53061,879,1151,2055,414.1428571
2015-01-25 22:00,29.07,51226,1045,1358,2426,414.1428571
2015-01-25 23:00,28.08,49203,1220,1535,2777,414.1428571
2015-01-26 00:00,26.93,47280,1083,1731,2833,395.1071429
2015-01-26 01:00,26.14,46381,1277,1874,3168,395.1071429
2015-01-26 02:00,25.63,46087,1443,1897,3354,395.1071429
2015-01-26 03:00,25.47,46288,1582,2033,3628,395.1071429
2015-01-26 04:00,25.86,47236,1647,2036,3696,395.1071429
2015-01-26 05:00,27.62,49914,1660,2084,3758,395.1071429
2015-01-26 06:00,29.18,54429,1704,2022,3743,395.1071429
2015-01-26 07:00,30.75,58795,1765,1993,3779,395.1071429
2015-01-26 08:00,31.09,59474,1814,2053,3896,395.1071429
2015-01-26 09:00,30.86,59644,1821,2197,4055,395.1071429
2015-01-26 10:00,30.67,59290,1772,2142,3959,395.1071429
2015-01-26 11:00,30.41,58754,1713,2053,3821,395.1071429
2015-01-26 12:00,30.23,58021,1679,2033,3779,395.1071429
2015-01-26 13:00,30.16,57827,1606,1987,3676,395.1071429
2015-01-26 14:00,30.23,57765,1513,1949,3558,395.1071429
2015-01-26 15:00,30.65,58060,1514,1793,3418,395.1071429
2015-01-26 16:00,31.34,58851,1534,1717,3377,395.1071429
2015-01-26 17:00,32.08,59506,1624,1546,3314,395.1071429
2015-01-26 18:00,31.58,58562,1815,1478,3457,395.1071429
2015-01-26 19:00,30.46,57245,2020,1368,3568,395.1071429
2015-01-26 20:00,29.3,55322,2192,1271,3655,395.1071429
2015-01-26 21:00,28.68,53654,2366,1193,3761,395.1071429
2015-01-26 22:00,27.85,51288,2553,1218,3978,395.1071429
2015-01-26 23:00,26.46,48664,2721,1221,4155,395.1071429
2015-01-27 00:00,25.96,46543,2564,1265,4016,395.1071429
2015-01-27 01:00,25.4,45601,2659,1345,4195,395.1071429
2015-01-27 02:00,25.18,45350,2687,1447,4322,395.1071429
2015-01-27 03:00,25.27,45658,2688,1567,4437,395.1071429
2015-01-27 04:00,25.88,46708,2653,1636,4468,395.1071429
2015-01-27 05:00,26.97,49425,2623,1683,4483,395.1071429
2015-01-27 06:00,29.05,53901,2591,1723,4495,395.1071429
2015-01-27 07:00,30.85,58107,2525,1669,4380,395.1071429
2015-01-27 08:00,31.55,58810,2410,1627,4218,395.1071429
2015-01-27 09:00,31.32,58421,2246,1571,3993,395.1071429
2015-01-27 10:00,31.5,58423,2004,1476,3648,395.1071429
2015-01-27 11:00,31.49,58056,1760,1377,3294,395.1071429
2015-01-27 12:00,31.12,57595,1586,1285,3018,395.1071429
2015-01-27 13:00,30.88,57376,1426,1276,2840,395.1071429
2015-01-27 14:00,30.8,57281,1230,1328,2689,395.1071429
2015-01-27 15:00,31.07,57572,1008,1405,2542,395.1071429
2015-01-27 16:00,32.53,58533,812,1461,2403,395.1071429
2015-01-27 17:00,36.12,59380,715,1537,2382,395.1071429
2015-01-27 18:00,33.82,58731,707,1652,2486,395.1071429
2015-01-27 19:00,31,57514,719,1685,2523,395.1071429
2015-01-27 20:00,29.84,55641,760,1715,2583,395.1071429
2015-01-27 21:00,29.32,54028,833,1842,2773,395.1071429
2015-01-27 22:00,28.88,51574,880,1927,2896,395.1071429
2015-01-27 23:00,27.78,48833,928,2062,3072,395.1071429
2015-01-28 00:00,26.98,46299,1311,2444,3850,395.1071429
2015-01-28 01:00,26.61,45357,1524,2463,4076,395.1071429
2015-01-28 02:00,25.95,45012,1724,2392,4199,395.1071429
2015-01-28 03:00,25.29,45209,1895,2598,4572,395.1071429
2015-01-28 04:00,25.78,46096,2066,2656,4799,395.1071429
2015-01-28 05:00,26.8,48802,2267,2701,5049,395.1071429
2015-01-28 06:00,28.65,52873,2517,2763,5368,395.1071429
2015-01-28 07:00,29.81,57202,2770,2752,5620,395.1071429
2015-01-28 08:00,29.96,57986,2997,2811,5917,395.1071429
2015-01-28 09:00,29.47,58171,3198,2780,6102,395.1071429
2015-01-28 10:00,29.14,58004,3383,2855,6379,395.1071429
2015-01-28 11:00,28.87,57461,3565,2925,6652,395.1071429
2015-01-28 12:00,28.59,56760,3726,2970,6881,395.1071429
2015-01-28 13:00,28.42,56556,3836,3063,7106,395.1071429
2015-01-28 14:00,28.26,56969,3909,3101,7231,395.1071429
2015-01-28 15:00,28.42,57397,3961,3119,7319,395.1071429
2015-01-28 16:00,28.63,58421,3877,3169,7305,395.1071429
2015-01-28 17:00,29,59129,3669,3256,7209,395.1071429
2015-01-28 18:00,28.83,58204,3510,3339,7153,395.1071429
2015-01-28 19:00,28.22,56761,3367,3373,7063,395.1071429
2015-01-28 20:00,27.45,54795,3317,3415,7064,395.1071429
2015-01-28 21:00,26.99,53087,3396,3460,7195,395.1071429
2015-01-28 22:00,26.22,50485,3473,3422,7239,395.1071429
2015-01-28 23:00,25,47677,3534,3354,7240,395.1071429
2015-01-29 00:00,24.54,46060,3542,3059,6996,395.1071429
2015-01-29 01:00,23.53,45100,3566,3017,6978,395.1071429
2015-01-29 02:00,23.38,44778,3563,3009,6980,395.1071429
2015-01-29 03:00,23.48,44972,3544,3023,6980,395.1071429
2015-01-29 04:00,24.71,45587,3458,3012,6887,395.1071429
2015-01-29 05:00,25.98,48290,3318,3014,6753,395.1071429
2015-01-29 06:00,27.99,52683,3167,2993,6580,395.1071429
2015-01-29 07:00,29.09,56869,3013,2963,6390,395.1071429
2015-01-29 08:00,29.42,57459,2963,2970,6357,395.1071429
2015-01-29 09:00,29.09,57941,2914,2978,6307,395.1071429
2015-01-29 10:00,29,57740,2796,2993,6190,395.1071429
2015-01-29 11:00,29.02,57288,2651,3043,6086,395.1071429
2015-01-29 12:00,28.78,56722,2499,3064,5948,395.1071429
2015-01-29 13:00,28.7,56625,2349,3046,5769,395.1071429
2015-01-29 14:00,28.96,56545,2184,2985,5522,395.1071429
2015-01-29 15:00,29.06,57037,2010,2946,5294,395.1071429
2015-01-29 16:00,29.75,57973,1832,2915,5063,395.1071429
2015-01-29 17:00,30.3,58798,1673,2841,4825,395.1071429
2015-01-29 18:00,30.14,58146,1556,2802,4664,395.1071429
2015-01-29 19:00,29.18,56942,1508,2666,4474,395.1071429
2015-01-29 20:00,28.67,55102,1426,2532,4254,395.1071429
2015-01-29 21:00,28.4,53565,1306,2342,3939,395.1071429
2015-01-29 22:00,28.05,51134,1152,2214,3651,395.1071429
2015-01-29 23:00,26.64,48513,942,2093,3311,395.1071429
2015-01-30 00:00,26.68,46428,849,2018,3128,395.1071429
2015-01-30 01:00,26.26,45426,695,1872,2826,395.1071429
2015-01-30 02:00,26.44,45135,573,1780,2612,395.1071429
2015-01-30 03:00,26.31,45395,502,1637,2401,395.1071429
2015-01-30 04:00,26.73,46269,460,1553,2285,395.1071429
2015-01-30 05:00,28.43,49106,453,1486,2219,395.1071429
2015-01-30 06:00,30.55,53635,403,1390,2075,395.1071429
2015-01-30 07:00,34.98,58033,355,1332,1973,395.1071429
2015-01-30 08:00,37.31,59063,320,1325,1928,395.1071429
2015-01-30 09:00,34.79,59091,297,1233,1814,395.1071429
2015-01-30 10:00,32.79,59023,280,1256,1817,395.1071429
2015-01-30 11:00,32.6,58610,266,1217,1762,395.1071429
2015-01-30 12:00,31.57,57897,288,1162,1725,395.1071429
2015-01-30 13:00,30.91,57075,309,1139,1714,395.1071429
2015-01-30 14:00,30.89,56685,305,1114,1685,395.1071429
2015-01-30 15:00,30.92,56720,316,1137,1724,395.1071429
2015-01-30 16:00,31.73,57813,353,1222,1852,395.1071429
2015-01-30 17:00,33.01,58764,388,1265,1935,395.1071429
2015-01-30 18:00,32.07,57962,424,1331,2045,395.1071429
2015-01-30 19:00,30.6,56360,427,1369,2094,395.1071429
2015-01-30 20:00,29.53,54166,413,1340,2053,395.1071429
2015-01-30 21:00,29.06,52587,432,1330,2060,395.1071429
2015-01-30 22:00,28.8,50615,458,1373,2124,395.1071429
2015-01-30 23:00,27.69,48442,450,1385,2119,395.1071429
2015-01-31 00:00,27.92,46467,329,1404,2057,395.1071429
2015-01-31 01:00,27.2,45419,360,1417,2109,395.1071429
2015-01-31 02:00,26.95,44954,394,1452,2161,395.1071429
2015-01-31 03:00,26.7,44885,429,1492,2227,395.1071429
2015-01-31 04:00,26.79,45237,456,1544,2301,395.1071429
2015-01-31 05:00,27.01,46067,472,1579,2338,395.1071429
2015-01-31 06:00,27.22,47121,510,1616,2393,395.1071429
2015-01-31 07:00,27.62,48950,564,1628,2443,395.1071429
2015-01-31 08:00,28.32,51017,601,1691,2524,395.1071429
2015-01-31 09:00,28.8,52729,659,1749,2621,395.1071429
2015-01-31 10:00,29,53554,747,1779,2726,395.1071429
2015-01-31 11:00,28.79,53594,829,1866,2885,395.1071429
2015-01-31 12:00,28.42,53108,905,1920,3012,395.1071429
2015-01-31 13:00,28.27,52574,984,1971,3142,395.1071429
2015-01-31 14:00,28.23,52547,1055,2007,3242,395.1071429
2015-01-31 15:00,28.47,53116,1117,2075,3375,395.1071429
2015-01-31 16:00,29.09,54783,1184,2125,3492,395.1071429
2015-01-31 17:00,29.67,56216,1257,2180,3622,395.1071429
2015-01-31 18:00,29.38,55595,1351,2202,3740,395.1071429
2015-01-31 19:00,28.8,53738,1417,2182,3791,395.1071429
2015-01-31 20:00,28.3,51887,1440,2255,3889,395.1071429
2015-01-31 21:00,28.06,50889,1489,2265,3949,395.1071429
2015-01-31 22:00,27.88,49529,1546,2287,4023,395.1071429
2015-01-31 23:00,26.4,47865,1594,2316,4115,395.1071429
2015-02-01 00:00,27.22,46055,1095,2546,3855,395.1071429
2015-02-01 01:00,26.45,45012,1127,2609,3953,395.1071429
2015-02-01 02:00,26.12,44493,1152,2688,4063,395.1071429
2015-02-01 03:00,25.86,44373,1190,2755,4171,395.1071429
2015-02-01 04:00,25.93,44631,1252,2816,4304,395.1071429
2015-02-01 05:00,26.12,45258,1305,2888,4439,395.1071429
2015-02-01 06:00,26.27,46126,1350,2952,4570,395.1071429
2015-02-01 07:00,26.7,47484,1385,2958,4623,395.1071429
2015-02-01 08:00,27.93,48923,1414,2977,4701,395.1071429
2015-02-01 09:00,28.4,50593,1468,2996,4814,395.1071429
2015-02-01 10:00,28.6,52301,1546,2975,4901,395.1071429
2015-02-01 11:00,28.62,52831,1619,2951,4968,395.1071429
2015-02-01 12:00,28.5,52641,1667,2927,4993,395.1071429
2015-02-01 13:00,28.3,52528,1693,2901,4987,395.1071429
2015-02-01 14:00,28.28,52590,1702,2871,4956,395.1071429
2015-02-01 15:00,28.5,53298,1684,2823,4884,395.1071429
2015-02-01 16:00,29.03,54881,1636,2750,4757,395.1071429
2015-02-01 17:00,29.66,56278,1593,2668,4629,395.1071429
2015-02-01 18:00,29.69,56150,1567,2573,4508,395.1071429
2015-02-01 19:00,29.42,55235,1550,2495,4415,395.1071429
2015-02-01 20:00,28.61,53745,1556,2431,4372,395.1071429
2015-02-01 21:00,28.4,52716,1565,2349,4298,395.1071429
2015-02-01 22:00,28.23,51034,1561,2300,4243,395.1071429
2015-02-01 23:00,27.08,49012,1518,2234,4135,395.1071429
2015-02-02 00:00,27.45,47622,1075,1997,3443,371.5654762
2015-02-02 01:00,26.63,46866,1002,1901,3267,371.5654762
2015-02-02 02:00,26.34,46683,955,1866,3181,371.5654762
2015-02-02 03:00,26.39,47016,931,1818,3101,371.5654762
2015-02-02 04:00,26.97,48150,962,1793,3097,371.5654762
2015-02-02 05:00,28.37,50985,990,1737,3056,371.5654762
2015-02-02 06:00,30.68,55680,994,1700,3010,371.5654762
2015-02-02 07:00,37.18,60118,937,1648,2886,371.5654762
2015-02-02 08:00,43.02,61164,882,1625,2792,371.5654762
2015-02-02 09:00,41.01,60822,888,1576,2735,371.5654762
2015-02-02 10:00,38,60734,864,1505,2632,371.5654762
2015-02-02 11:00,32.51,60472,913,1467,2645,371.5654762
2015-02-02 12:00,32.04,60050,990,1415,2673,371.5654762
2015-02-02 13:00,32.43,59763,1008,1360,2632,371.5654762
2015-02-02 14:00,32.38,59650,966,1355,2561,371.5654762
2015-02-02 15:00,32.46,59914,979,1334,2538,371.5654762
2015-02-02 16:00,35.28,60894,1040,1346,2599,371.5654762
2015-02-02 17:00,45.35,61852,1027,1350,2587,371.5654762
2015-02-02 18:00,43.62,61164,997,1339,2542,371.5654762
2015-02-02 19:00,32.31,59903,924,1343,2473,371.5654762
2015-02-02 20:00,30.84,57987,809,1336,2352,371.5654762
2015-02-02 21:00,30.44,56446,744,1312,2260,371.5654762
2015-02-02 22:00,29.75,53883,742,1289,2235,371.5654762
2015-02-02 23:00,29.24,51186,736,1270,2209,371.5654762
2015-02-03 00:00,28.74,49513,696,1097,1955,371.5654762
2015-02-03 01:00,28.23,48612,697,1083,1944,371.5654762
2015-02-03 02:00,28.05,48266,746,1071,1978,371.5654762
2015-02-03 03:00,28.08,48582,852,1068,2081,371.5654762
2015-02-03 04:00,28.21,49675,953,1073,2186,371.5654762
2015-02-03 05:00,29.42,52482,980,1100,2237,371.5654762
2015-02-03 06:00,32.04,57573,982,1118,2252,371.5654762
2015-02-03 07:00,45.01,61761,976,1127,2245,371.5654762
2015-02-03 08:00,49.87,62895,981,1119,2229,371.5654762
2015-02-03 09:00,48.85,62236,988,1092,2196,371.5654762
2015-02-03 10:00,47.86,61964,995,1060,2156,371.5654762
2015-02-03 11:00,39.03,61355,1021,1023,2131,371.5654762
2015-02-03 12:00,35.02,60776,1058,997,2133,371.5654762
2015-02-03 13:00,35.66,60522,1071,999,2140,371.5654762
2015-02-03 14:00,35.04,60306,1043,1000,2102,371.5654762
2015-02-03 15:00,36.32,60485,999,1152,2205,371.5654762
2015-02-03 16:00,45.63,61363,939,1141,2130,371.5654762
2015-02-03 17:00,55.05,62519,868,1157,2077,371.5654762
2015-02-03 18:00,54.15,61900,821,1176,2048,371.5654762
